Time,O3,CO,NOx,SO2,NO,UV_A,UV_B,Radiation,WS,Temp,RH,ToL,Total_flux,BLH,SO4,NO3,NH4,OA,CL,BC,Methanol,Acetonitrile,Acetaldehyde,Ethanol,Acetone,Acetic_acid,Isoprene,Methacrolein,Methyl_ethyl_ketone,Benzene,Monoterpene_frag,Methylbutenol,Toluene,Monoterpene
2018-04-03 12:00:00,55.22,175.0,0.31,0.4175,0.01,30.11567,0.40098,660.4338,6.1545,0.5545,57.07473,85.66666667,337.15375,1237.0212,0.644964,0.154945,0.230564,1.79173,0.0189469,,1.48142,0.08874,0.43715,0.37347,0.91526,0.25455,-0.02306,0.01104,0.12329,0.08787,0.01416,0.019365,0.00486,0.01347
2018-04-03 13:00:00,56.16,183.62,0.265,0.46,0.04,27.93396,0.35684,608.24236,7.4995,1.16683,51.21267,87.5,307.39935,1399.6638,0.779054,0.141081,0.260538,1.88771,0.0173198,,1.48142,0.08874,0.43715,0.37347,0.91526,0.25455,-0.02306,0.01104,0.12329,0.08787,0.01416,0.019365,0.00486,0.01347
2018-04-03 14:00:00,57.67,177.795,0.245,0.51,0.02,24.07107,0.27675,515.58496,7.211166667,1.71517,46.329,87.33333333,281.2587,1501.0604,0.837351,0.124346,0.22028,1.63721,0.022066,,1.47779,0.10313,0.3904,0.40716,0.97124,0.43122,0.00918,0.00853,0.13423,0.10385,0.02624,0.02318,0.00486,0.0173
2018-04-03 15:00:00,58.3,176.39,0.22,0.5075,0.065,16.74711,0.17461,322.81373,6.812666667,1.344,43.57467,88.16666667,142.32831,1537.7338,0.825382,0.159161,0.592992,1.57905,0.0126926,,1.47779,0.10313,0.3904,0.40716,0.97124,0.43122,0.00918,0.00853,0.13423,0.10385,0.02624,0.02318,,0.0173
2018-04-03 16:00:00,57.835,173.31,0.125,0.465,0.04,13.04352,0.11031,320.46696,6.329,2.00317,40.34683,88.66666667,117.43948,1532.2166,0.81824,0.115963,0.442242,1.68335,0.0128015,,1.47779,0.10313,0.3904,0.40716,0.97124,0.43122,0.00918,0.00853,0.13423,0.10385,0.02624,0.02318,,0.0173
2018-04-03 17:00:00,56.855,172.315,0.21,0.46,0.05,7.16671,0.04913,182.0233,5.2825,1.70617,40.91017,87.66666667,50.18858,1319.1307,0.745602,0.125427,0.334535,1.3959,-0.014347,,1.36152,0.09743,0.323255,0.35444,0.93807,0.43951,0.012125,0.007635,0.12712,0.094615,0.030445,0.026355,-0.00906,0.03176
2018-04-03 18:00:00,56.395,175.38,0.205,0.4,-0.03,2.54092,0.01476,60.03493,4.337833333,0.8695,41.72867,89.83333333,-33.30361,654.3269,0.795197,0.10311,0.405445,1.54065,0.00658853,,1.36152,0.09743,0.323255,0.35444,0.93807,0.43951,0.012125,0.007635,0.12712,0.094615,0.030445,0.026355,-0.00906,0.03176
2018-04-03 19:00:00,56.18,175.19,0.205,0.3925,0.03,0.14089,0.00062,-0.4132,5.009,-0.564,44.84217,71.0,-47.82363,205.48352,0.809065,0.0886069,0.397112,1.51423,0.00353049,,1.36152,0.09743,0.323255,0.35444,0.93807,0.43951,0.012125,0.007635,0.12712,0.094615,0.030445,0.026355,-0.00906,0.03176
2018-04-03 22:00:00,53.51,177.19,0.3,0.3425,0.0025,-0.11923,-0.00089,-2.90225,5.023333333,-3.33367,58.11683,79.5,-29.26494,143.12488,0.694054,0.130794,0.238303,1.5149,0.0259501,,1.68729,0.09542,0.38769,0.42813,0.95416,0.49825,0.01292,0.01184,0.13355,0.09629,0.04247,0.03394,0.00295,0.05545
2018-04-03 23:00:00,52.83,173.935,0.285,0.355,-0.03,-0.12189,-0.00092,-2.58826,4.805333333,-4.12383,58.77617,77.0,-19.96071,120.5459,0.658134,0.150539,0.473507,1.44225,0.00994018,,1.748075,0.087495,0.334565,0.43438,0.849675,0.41907,-0.00207,0.01125,0.115415,0.09014,0.03229,0.03214,-0.001655,0.028805
2018-04-04 00:00:00,52.185,167.89,0.37,0.38,0.0,-0.12461,-0.00103,-2.64701,4.8465,-4.68033,65.902,78.0,-15.3053,87.9989,0.502476,0.139733,0.271155,1.98685,-0.00590304,,1.748075,0.087495,0.334565,0.43438,0.849675,0.41907,-0.00207,0.01125,0.115415,0.09014,0.03229,0.03214,-0.001655,0.028805
2018-04-04 01:00:00,51.705,157.93,0.5,0.4175,0.035,-0.12987,-0.00116,-2.4187,4.672666667,-5.34933,69.77441,78.83333333,-13.88752,58.836304,0.607744,0.127508,0.344045,1.80794,0.00454203,,1.748075,0.087495,0.334565,0.43438,0.849675,0.41907,-0.00207,0.01125,0.115415,0.09014,0.03229,0.03214,-0.001655,0.028805
2018-04-04 02:00:00,50.835,160.575,0.485,0.37,0.01,-0.13489,-0.00125,-1.64869,4.350833333,-6.045,71.59867,75.66666667,-10.37815,53.070557,0.643341,0.171462,0.191749,1.69544,0.0204541,,1.36479,0.07137,0.334565,0.42381,0.78498,0.41281,0.03179,0.0203,0.104065,0.096655,0.026295,0.028185,0.01488,0.01705
2018-04-04 03:00:00,49.56,170.63,0.465,0.2875,0.005,-0.13541,-0.00128,-0.00903,3.872166667,-6.6715,71.31362,74.66666667,-10.37165,58.480713,0.623656,0.154555,0.3517,1.75426,0.0237532,,1.36479,0.07137,0.334565,0.42381,0.78498,0.41281,0.03179,0.0203,0.104065,0.096655,0.026295,0.028185,0.01488,0.01705
2018-04-04 04:00:00,48.93,166.33,0.525,0.3575,-0.015,-0.13227,-0.00128,-0.03464,3.2165,-6.86117,53.51633,71.66666667,-30.50709,57.268066,0.576347,0.17025,0.163814,2.04429,0.0294922,,1.36479,0.07137,0.334565,0.42381,0.78498,0.41281,0.03179,0.0203,0.104065,0.096655,0.026295,0.028185,0.01488,0.01705
2018-04-04 05:00:00,45.815,180.4,1.8,0.42,0.02,0.3048,0.00145,4.17062,2.0405,-7.58305,56.4651,70.83333333,-38.27307,59.413452,0.512061,0.178354,0.167337,1.58428,0.00658775,,1.251315,0.07026,0.400625,0.39956,0.781825,0.30945,0.038885,0.01173,0.111445,0.099925,0.02723,0.02625,0.02768,0.022715
2018-04-06 18:00:00,31.175,174.66,1.905,0.0225,-0.025,0.85867,0.00622,10.02937,5.326666667,0.2765,99.954,75.16666667,8.67362,324.99304,0.0398068,0.0243691,0.071296,-0.116242,-0.0372957,,0.184015,0.03372,0.1173,0.372,0.41125,0.17743,0.01507,0.0189,0.05846,0.09222,0.03644,0.03256,0.07038,0.05137
2018-04-06 19:00:00,30.955,198.755,1.395,0.0225,-0.03,0.03634,0.00018,0.76859,7.086428571,0.1145,99.95917,73.33333333,0.32872,569.03815,0.0288307,0.0292663,0.0261993,0.2594,0.0103341,,0.184015,0.03372,0.1173,0.372,0.41125,0.17743,0.01507,0.0189,0.05846,0.09222,0.03644,0.03256,0.07038,0.05137
2018-04-06 21:00:00,47.085,165.13,0.235,0.0025,0.01,-0.09566,-0.00089,0.73534,16.12,-0.11683,99.9695,59.83333333,7.20116,937.1718,0.149552,0.0448558,0.172117,0.406011,0.0133052,,0.35369,0.05582,0.20377,0.39019,0.74696,0.22052,0.01694,0.02058,0.07907,0.1064,0.02132,0.04296,0.03919,0.01891
2018-04-06 22:00:00,48.52,164.325,0.085,0.0125,-0.03,-0.09603,-0.00084,-0.43796,19.34333333,-0.26933,99.97017,62.33333333,-18.1788,1013.3374,0.209015,0.0595809,-0.0824471,0.269894,-0.0108923,,0.35369,0.05582,0.20377,0.39019,0.74696,0.22052,0.01694,0.02058,0.07907,0.1064,0.02132,0.04296,0.03919,0.01891
2018-04-06 23:00:00,48.085,164.43,0.245,0.0525,0.0,-0.09657,-0.00086,-1.28339,19.34333333,-0.49833,99.9705,20.0,-25.64347,1074.6362,0.277464,0.0799304,0.120551,0.597068,0.00658858,,0.42557,0.0621,0.160195,0.46485,0.624995,0.21152,0.025905,0.009675,0.08563,0.072715,0.0228,0.029,0.02477,0.016895
2018-04-07 00:00:00,45.445,156.935,0.505,0.0975,0.02,-0.10542,-0.00088,-2.87997,9.378333333,-1.00533,97.01717,18.33333333,-57.35115,997.40564,0.288827,0.100275,0.220018,0.369652,-0.0130525,,0.42557,0.0621,0.160195,0.46485,0.624995,0.21152,0.025905,0.009675,0.08563,0.072715,0.0228,0.029,0.02477,0.016895
2018-04-07 01:00:00,44.055,151.885,0.34,0.085,0.0,-0.1085,-0.00095,-3.19192,7.056779661,-1.52,90.06267,18.66666667,-52.64988,823.7328,0.258984,0.0517911,-0.0464042,0.54705,-0.00323778,,0.42557,0.0621,0.160195,0.46485,0.624995,0.21152,0.025905,0.009675,0.08563,0.072715,0.0228,0.029,0.02477,0.016895
2018-04-07 02:00:00,43.83,160.075,0.36,0.1,-0.0175,-0.10685,-0.00093,-3.19603,7.315098039,-2.01783,87.11033,14.33333333,-44.12719,682.7956,0.120507,0.0680639,0.26008,0.526176,0.0131431,,0.37191,0.0563,0.135485,0.33498,0.46182,0.17996,0.012195,0.01259,0.06899,0.07807,0.02245,0.026995,0.01063,0.015795
2018-04-07 03:00:00,42.92,157.835,0.275,0.045,-0.025,-0.10737,-0.00094,-3.20405,9.089444444,-2.4705,87.214,14.33333333,-42.00032,523.7581,0.0961189,0.046926,0.0671953,0.209117,0.0353205,,0.37191,0.0563,0.135485,0.33498,0.46182,0.17996,0.012195,0.01259,0.06899,0.07807,0.02245,0.026995,0.01063,0.015795
2018-04-07 04:00:00,41.89,163.375,0.275,0.0075,0.01,-0.10087,-0.0009,-3.27576,9.128571429,-2.90017,89.26733,14.66666667,-46.13535,462.95496,0.107075,0.0505763,0.0401338,0.242692,-0.00350761,,0.37191,0.0563,0.135485,0.33498,0.46182,0.17996,0.012195,0.01259,0.06899,0.07807,0.02245,0.026995,0.01063,0.015795
2018-04-07 05:00:00,41.635,167.9,0.28,0.0225,-0.02,0.57676,0.00354,11.65589,9.128571429,-3.20733,90.54933,13.33333333,-44.43201,405.17218,0.111524,0.0711997,-0.0301749,0.373696,0.0184874,,0.24567,0.05101,0.13959,0.27283,0.37924,0.13321,0.00677,0.00376,0.05933,0.07865,0.02175,0.01257,0.00528,0.02079
2018-04-07 06:00:00,41.06,175.095,0.245,-0.0075,-0.01,3.83796,0.02822,101.66643,9.128571429,-3.18517,90.48917,13.83333333,13.62216,321.0689,0.0823828,0.097619,0.194575,0.450481,-0.00239828,,0.24567,0.05101,0.13959,0.27283,0.37924,0.13321,0.00677,0.00376,0.05933,0.07865,0.02175,0.01257,0.00528,0.02079
2018-04-07 07:00:00,41.04,169.75,0.2,-0.005,0.035,9.01505,0.08295,235.16197,9.128571429,-2.179,88.13667,13.83333333,45.45051,339.51483,0.1413,0.0380163,0.236861,0.29463,0.0171355,,0.24567,0.05101,0.13959,0.27283,0.37924,0.13321,0.00677,0.00376,0.05933,0.07865,0.02175,0.01257,0.00528,0.02079
2018-04-07 08:00:00,41.315,167.615,0.29,0.02,0.045,15.22082,0.17734,368.70631,,-0.799,84.26947,14.5,141.61193,380.75745,0.0818701,0.0477009,-0.0370659,0.476716,0.00677938,,0.29648,0.04934,0.14477,0.30111,0.38554,0.17479,0.01289,0.01399,0.0605,0.08192,0.03229,0.01788,0.0112,0.02491
2018-04-07 09:00:00,41.48,163.065,0.18,0.0175,0.085,21.3039,0.30006,485.85074,4.953333333,0.43367,78.52138,15.0,220.93085,462.23584,0.085389,0.0617709,0.23697,0.138576,0.0105776,,0.29648,0.04934,0.14477,0.30111,0.38554,0.17479,0.01289,0.01399,0.0605,0.08192,0.03229,0.01788,0.0112,0.02491
2018-04-07 10:00:00,42.805,164.715,0.245,0.01,0.07,26.03223,0.4208,567.15962,5.625666667,2.13067,65.88089,15.66666667,273.80655,613.6864,0.10568,0.0670539,0.395104,-0.147431,0.0388081,,0.29648,0.04934,0.14477,0.30111,0.38554,0.17479,0.01289,0.01399,0.0605,0.08192,0.03229,0.01788,0.0112,0.02491
2018-04-07 11:00:00,44.46,169.33,0.14,0.03,0.03,27.86004,0.48666,573.39215,7.254666667,3.36433,49.12625,16.33333333,305.35045,893.4313,0.272109,0.0217823,0.00457642,0.0184364,0.0298311,,0.463935,0.04859,0.16737,0.31066,0.413925,0.18636,0.013095,0.00702,0.06636,0.079035,0.0251,0.023705,-0.003,0.008125
2018-04-07 12:00:00,44.325,167.595,0.19,0.0075,-0.03,23.75712,0.42844,434.64781,6.5285,3.995,45.12898,15.16666667,205.96405,886.16797,0.171823,0.0397719,0.247702,0.169532,0.0184549,,0.463935,0.04859,0.16737,0.31066,0.413925,0.18636,0.013095,0.00702,0.06636,0.079035,0.0251,0.023705,-0.003,0.008125
2018-04-07 13:00:00,45.19,177.73,0.23,0.0525,0.065,27.82862,0.47579,583.21972,8.158333333,4.61567,43.0195,15.16666667,310.07175,950.78253,0.0962644,0.0504102,0.120497,0.229056,0.0127478,,0.463935,0.04859,0.16737,0.31066,0.413925,0.18636,0.013095,0.00702,0.06636,0.079035,0.0251,0.023705,-0.003,0.008125
2018-04-07 14:00:00,45.49,172.465,0.18,0.0175,0.025,25.04366,0.38699,536.36246,8.355333333,4.9295,40.37033,16.33333333,261.15119,1019.9636,0.13075,0.047154,-0.0174311,0.227083,-0.0158346,,0.52057,0.05784,0.19293,0.29789,0.41523,0.19627,0.012465,0.00426,0.06872,0.075185,0.02681,0.02046,-0.0022,0.01735
2018-04-07 15:00:00,45.535,175.635,0.09,0.0175,0.045,17.86331,0.23701,359.69859,6.412,4.95017,37.66017,16.16666667,151.05375,1069.4763,0.0907174,0.0365682,0.120644,0.3539,0.0256214,,0.52057,0.05784,0.19293,0.29789,0.41523,0.19627,0.012465,0.00426,0.06872,0.075185,0.02681,0.02046,-0.0022,0.01735
2018-04-09 17:00:00,40.27,166.28,0.82,-0.0125,0.055,3.54724,0.03011,55.87569,4.531333333,1.06933,97.71633,61.33333333,7.28349,548.1168,0.880662,0.239347,0.22583,1.80736,-0.00436667,,0.40621,0.04831,0.1897,0.47946,0.62248,0.23837,0.02771,0.0177,0.07954,0.0832,0.03727,0.02488,0.04886,0.04022
2018-04-09 18:00:00,41.09,166.385,0.445,0.035,-0.015,1.74286,0.01179,29.30559,4.905833333,0.93017,91.66169,17.5,5.28923,625.367,0.434715,0.214294,0.452604,1.43453,0.0193107,,0.40621,0.04831,0.1897,0.47946,0.62248,0.23837,0.02771,0.0177,0.07954,0.0832,0.03727,0.02488,0.04886,0.04022
2018-04-09 19:00:00,41.775,164.865,0.33,0.055,-0.0275,0.17879,0.00091,3.20953,4.162666667,0.27867,89.63067,16.66666667,-15.63783,700.62775,0.298298,0.189256,-0.0112416,1.31552,0.00109809,,0.40621,0.04831,0.1897,0.47946,0.62248,0.23837,0.02771,0.0177,0.07954,0.0832,0.03727,0.02488,0.04886,0.04022
2018-04-09 20:00:00,39.625,173.72,0.38,0.0375,-0.015,-0.11155,-0.0009,0.26866,4.124833333,-0.051,87.99729,14.66666667,-8.3423,785.96277,0.252504,0.106679,0.0931458,0.925623,0.0185574,,0.37878,0.04991,0.19158,0.33615,0.55042,0.18913,0.01215,0.00901,0.073845,0.0708,0.04438,0.02894,0.02073,0.06704
2018-04-09 21:00:00,40.045,166.68,0.28,0.045,-0.015,-0.11496,-0.00098,-0.13474,4.958666667,-0.18817,78.25966,15.0,-1.56966,818.0904,0.266746,0.0725469,-0.0710181,0.98508,0.00296487,,0.37878,0.04991,0.19158,0.33615,0.55042,0.18913,0.01215,0.00901,0.073845,0.0708,0.04438,0.02894,0.02073,0.06704
2018-04-09 22:00:00,40.89,177.645,0.205,0.0275,0.035,-0.11312,-0.00101,-0.16363,4.749333333,-0.4615,72.4981,15.66666667,10.46235,767.59204,0.190266,0.0575413,0.353513,0.683695,0.0153318,,0.37878,0.04991,0.19158,0.33615,0.55042,0.18913,0.01215,0.00901,0.073845,0.0708,0.04438,0.02894,0.02073,0.06704
2018-04-09 23:00:00,41.285,178.265,0.15,0.02,-0.015,-0.11209,-0.001,-0.37022,4.549833333,-0.6985,65.30717,16.5,-1.44755,666.426,0.142776,0.0659385,0.0131355,0.710104,0.00483493,,0.46167,0.05919,0.17988,0.30583,0.51082,0.18777,0.01833,0.00775,0.06867,0.07581,0.05085,0.02796,0.00837,0.05535
2018-04-10 00:00:00,40.85,176.785,0.2,0.0075,0.005,-0.11109,-0.00099,0.19324,4.626666667,-0.92933,61.87967,16.16666667,-5.10258,683.86554,0.135478,0.040982,0.216618,0.80123,0.00155623,,0.46167,0.05919,0.17988,0.30583,0.51082,0.18777,0.01833,0.00775,0.06867,0.07581,0.05085,0.02796,0.00837,0.05535
2018-04-10 01:00:00,39.975,174.06,0.23,0.0375,-0.035,-0.11252,-0.00104,0.80619,4.776166667,-1.262,65.60033,16.33333333,-7.26135,573.72577,0.0160259,0.0596301,0.147507,0.460313,-0.0230382,,0.46167,0.05919,0.17988,0.30583,0.51082,0.18777,0.01833,0.00775,0.06867,0.07581,0.05085,0.02796,0.00837,0.05535
2018-04-10 02:00:00,42.43,176.82,0.235,0.0575,0.03,-0.11829,-0.00108,-0.52943,5.739333333,-1.2895,63.77217,16.33333333,-16.45431,603.03284,0.182367,0.0431042,0.13348,0.680184,-0.000524437,,0.59454,0.06352,0.15515,0.24958,0.52574,0.19209,0.01496,0.01123,0.07751,0.07334,0.04021,0.02337,-0.004255,0.03428
2018-04-10 03:00:00,44.52,177.03,0.25,0.0375,-0.03,-0.11859,-0.0011,-2.25471,5.708333333,-1.7695,63.83567,16.5,-36.1897,653.2637,0.170163,0.0519965,0.0315369,0.289404,-0.000136844,,0.59454,0.06352,0.15515,0.24958,0.52574,0.19209,0.01496,0.01123,0.07751,0.07334,0.04021,0.02337,-0.004255,0.03428
2018-04-10 04:00:00,45.385,176.27,0.19,0.05,0.01,-0.10101,-0.00101,-2.05326,5.927333333,-2.4595,66.672,17.16666667,-33.30405,620.0702,0.195356,0.047477,0.0351919,0.627972,0.0196065,,0.59454,0.06352,0.15515,0.24958,0.52574,0.19209,0.01496,0.01123,0.07751,0.07334,0.04021,0.02337,-0.004255,0.03428
2018-04-10 05:00:00,45.31,177.57,0.215,0.195,-0.035,0.87339,0.00542,21.5478,6.116166667,-2.9025,69.42517,22.33333333,-32.16106,546.0878,0.275104,0.0508369,0.259103,0.304146,0.00654219,,0.7417,0.07162,0.18661,0.26213,0.55226,0.26345,0.02391,0.00253,0.08016,0.07593,0.01907,0.02572,0.00104,0.01457
2018-04-10 06:00:00,45.45,182.385,0.235,0.2925,-0.03,4.40494,0.03265,120.4677,6.2665,-2.61817,69.294,47.83333333,4.50857,501.60608,0.452009,0.0695734,0.139483,0.397953,0.0121493,,0.7417,0.07162,0.18661,0.26213,0.55226,0.26345,0.02391,0.00253,0.08016,0.07593,0.01907,0.02572,0.00104,0.01457
2018-04-10 07:00:00,44.91,170.175,0.185,0.1975,0.02,9.67576,0.0885,255.17005,5.050666667,-1.80767,65.14067,52.83333333,82.9303,505.2989,0.299992,0.0471792,0.155712,0.170861,0.00660813,,0.7417,0.07162,0.18661,0.26213,0.55226,0.26345,0.02391,0.00253,0.08016,0.07593,0.01907,0.02572,0.00104,0.01457
2018-04-13 08:00:00,48.94,166.325,0.39,0.065,0.01,16.94988,0.22803,408.57209,3.054333333,4.55683,42.39633,66.16666667,204.04882,81.54834,0.321843,0.1955,0.0922752,1.58667,-0.00520428,,1.55738,0.0816,0.34925,0.53922,0.91262,0.4184,0.02101,0.01741,0.10229,0.07256,0.04464,0.02845,0.00916,0.06421
2018-04-13 09:00:00,50.045,163.86,0.36,0.06,0.06,23.10414,0.37707,528.55397,2.9385,5.83667,39.57983,85.0,250.53687,146.93689,0.313366,0.135177,0.00911895,1.32782,0.0156163,,1.55738,0.0816,0.34925,0.53922,0.91262,0.4184,0.02101,0.01741,0.10229,0.07256,0.04464,0.02845,0.00916,0.06421
2018-04-13 10:00:00,50.79,167.275,0.44,0.0525,0.045,28.10519,0.52264,620.71167,2.574576271,6.88767,37.26733,62.5,321.2217,282.43372,0.252155,0.168044,0.252154,1.49063,0.0097743,,1.55738,0.0816,0.34925,0.53922,0.91262,0.4184,0.02101,0.01741,0.10229,0.07256,0.04464,0.02845,0.00916,0.06421
2018-04-13 11:00:00,51.725,155.315,0.36,0.0525,0.03,31.41731,0.62541,675.50548,2.360166667,7.86167,34.30083,64.0,301.25025,596.40875,0.268528,0.167475,0.152484,1.87519,0.00518278,,1.28575,0.07646,0.32255,0.51996,0.89118,0.41014,0.01277,0.01141,0.09462,0.06398,0.11099,0.02222,0.02081,0.17892
2018-04-13 12:00:00,52.56,165.665,0.245,0.0525,0.025,32.40514,0.65679,689.67056,2.075833333,8.70817,31.1125,69.5,335.31387,657.6275,0.223225,0.10372,-0.0188076,1.83366,-0.00156332,,1.28575,0.07646,0.32255,0.51996,0.89118,0.41014,0.01277,0.01141,0.09462,0.06398,0.11099,0.02222,0.02081,0.17892
2018-04-13 13:00:00,53.0,159.065,0.3,0.055,0.04,30.97163,0.6032,663.5946,2.5015,9.28017,29.4395,70.66666667,381.41483,750.3262,0.265935,0.11857,0.318055,1.75557,0.00314555,,1.28575,0.07646,0.32255,0.51996,0.89118,0.41014,0.01277,0.01141,0.09462,0.06398,0.11099,0.02222,0.02081,0.17892
2018-04-13 14:00:00,53.74,162.07,0.35,0.0725,0.06,27.26998,0.48354,597.43506,2.703666667,9.7725,28.885,70.5,301.94946,803.3427,0.195832,0.187277,0.176887,1.06375,0.00101067,,1.27662,0.08879,0.31506,0.5341,0.92345,0.42217,0.00692,0.01616,0.09689,0.06137,0.13876,0.03149,0.01818,0.23678
2018-04-13 15:00:00,53.795,159.055,0.315,0.0575,0.0,21.83155,0.33135,497.61742,2.201166667,10.02717,27.28017,66.0,278.1224,809.20795,0.225174,0.109373,0.0321559,1.56509,0.00580767,,1.27662,0.08879,0.31506,0.5341,0.92345,0.42217,0.00692,0.01616,0.09689,0.06137,0.13876,0.03149,0.01818,0.23678
2018-04-13 16:00:00,53.18,161.745,0.305,0.0525,-0.02,15.55707,0.19087,374.04934,2.332833333,10.14567,25.61583,65.83333333,146.80546,672.70306,0.17081,0.0368705,0.0576628,0.530261,-0.017469,,1.27662,0.08879,0.31506,0.5341,0.92345,0.42217,0.00692,0.01616,0.09689,0.06137,0.13876,0.03149,0.01818,0.23678
2018-04-13 17:00:00,53.87,153.33,0.265,0.05,0.015,9.16137,0.08703,227.52046,2.994666667,9.77233,25.87917,60.33333333,105.55003,87.78015,0.17081,0.0368705,0.0576628,0.530261,-0.017469,,1.08325,0.09763,0.25405,0.38043,0.82234,0.38686,0.02059,0.01131,0.08642,0.05815,0.09194,0.01328,0.00556,0.14976
2018-04-13 18:00:00,53.59,157.445,0.25,0.0725,0.01,4.05521,0.02977,92.92157,2.855,8.998,28.67817,59.33333333,-3.18834,50.664062,0.17081,0.0368705,0.0576628,0.530261,-0.017469,,1.08325,0.09763,0.25405,0.38043,0.82234,0.38686,0.02059,0.01131,0.08642,0.05815,0.09194,0.01328,0.00556,0.14976
2018-04-13 19:00:00,50.825,157.75,1.76,0.0675,0.0,0.77979,0.00487,17.99416,3.9855,7.571,31.05233,61.0,-22.51698,44.982056,0.17081,0.0368705,0.0576628,0.530261,-0.017469,,1.08325,0.09763,0.25405,0.38043,0.82234,0.38686,0.02059,0.01131,0.08642,0.05815,0.09194,0.01328,0.00556,0.14976
2018-04-13 20:00:00,48.425,166.965,2.07,0.0625,-0.03,-0.08556,-0.00059,-2.99661,4.688833333,6.86533,32.211,65.0,-15.00847,47.77722,,,,,,,1.92251,0.09283,0.43025,0.65699,1.02138,0.57344,0.02647,0.02041,0.10247,0.07844,0.30538,0.03465,0.04057,0.55566
2018-04-13 21:00:00,49.465,156.425,0.325,0.05,-0.01,-0.10201,-0.00073,-3.05487,5.263,5.96233,33.72233,78.5,-20.64746,53.505005,,,,,,,1.92251,0.09283,0.43025,0.65699,1.02138,0.57344,0.02647,0.02041,0.10247,0.07844,0.30538,0.03465,0.04057,0.55566
2018-04-13 22:00:00,49.465,165.265,0.405,0.07,0.0,-0.10441,-0.00079,-3.14847,2.838166667,5.11933,34.92567,85.5,-53.60695,57.491577,,,,,,,1.92251,0.09283,0.43025,0.65699,1.02138,0.57344,0.02647,0.02041,0.10247,0.07844,0.30538,0.03465,0.04057,0.55566
2018-04-18 09:00:00,50.05,182.17,0.23,0.0825,0.02,23.59665,0.36148,521.8341,2.7465,8.3885,76.35,89.33333333,197.66197,231.45203,0.852387,0.278179,0.377632,3.93725,-0.00558128,,1.20741,0.1081,0.30832,0.63035,1.47842,0.43596,0.02905,0.02954,0.11702,0.08819,0.07463,0.04755,0.0678,0.09372
2018-04-18 10:00:00,51.255,181.01,0.3,0.0975,0.01,27.62396,0.47251,577.38187,2.4335,9.65733,67.75717,89.0,226.80937,300.2953,0.771891,0.212604,0.397047,3.48123,0.0200217,,1.20741,0.1081,0.30832,0.63035,1.47842,0.43596,0.02905,0.02954,0.11702,0.08819,0.07463,0.04755,0.0678,0.09372
2018-04-18 11:00:00,55.54,176.9,0.165,0.11,0.025,30.07377,0.54074,600.34666,2.562166667,10.72367,62.15138,90.83333333,219.7993,365.80493,0.840227,0.224718,0.507925,3.12904,0.00768511,,1.93373,0.17144,0.33724,0.79375,1.54242,0.64339,0.0372,0.01992,0.13308,0.06494,0.04125,0.05073,0.03984,0.03543
2018-04-18 15:00:00,58.85,174.11,0.19,0.1525,0.035,19.31627,0.26201,394.68874,2.022166667,12.9365,51.134,77.66666667,158.4118,664.46094,0.715722,0.126483,0.423118,2.51454,0.00244746,,2.47545,0.17161,0.36663,1.01664,1.75817,0.80587,0.03649,0.02465,0.14006,0.06669,0.04105,0.06159,0.04612,0.05518
2018-04-18 16:00:00,58.9,177.665,0.26,0.1225,0.02,10.84304,0.12628,199.88865,2.624666667,12.83133,49.15283,68.5,69.82963,80.5365,0.715722,0.126483,0.423118,2.51454,0.00244746,,2.47545,0.17161,0.36663,1.01664,1.75817,0.80587,0.03649,0.02465,0.14006,0.06669,0.04105,0.06159,0.04612,0.05518
2018-04-18 17:00:00,58.23,178.65,0.215,0.115,0.025,6.07246,0.05203,122.04482,2.395666667,12.4955,49.776,68.5,31.76436,81.065674,,,,,,,2.3377,0.17971,0.34859,0.86127,1.75179,0.81191,0.03204,0.02402,0.1412,0.0578,0.0766,0.057,0.04181,0.09396
2018-04-18 18:00:00,57.25,174.3,0.29,0.1,0.05,3.05762,0.02166,44.70493,3.1545,11.63,52.90933,71.5,-15.79937,45.506348,,,,,,,2.3377,0.17971,0.34859,0.86127,1.75179,0.81191,0.03204,0.02402,0.1412,0.0578,0.0766,0.057,0.04181,0.09396
2018-04-18 19:00:00,56.075,169.6,0.295,0.095,-0.0075,0.31765,0.00199,1.34894,6.093833333,8.65867,66.25167,82.0,-80.29057,66.77844,,,,,,,2.3377,0.17971,0.34859,0.86127,1.75179,0.81191,0.03204,0.02402,0.1412,0.0578,0.0766,0.057,0.04181,0.09396
2018-04-18 20:00:00,56.675,162.925,0.21,0.085,0.0,-0.06802,-0.00062,-2.44635,5.945833333,5.81117,75.2005,77.5,-15.88567,101.91443,,,,,,,1.83755,0.135685,0.30864,0.70964,1.566505,0.50798,0.02271,0.021795,0.121235,0.056045,0.06763,0.05366,0.0395,0.08724
2018-04-18 22:00:00,52.345,166.79,0.205,0.0575,0.03,-0.09635,-0.00085,0.9004,5.251666667,5.26017,81.4855,68.83333333,-14.61781,132.44678,0.611754,0.143241,0.256267,2.29162,-0.017769,,1.83755,0.135685,0.30864,0.70964,1.566505,0.50798,0.02271,0.021795,0.121235,0.056045,0.06763,0.05366,0.0395,0.08724
